Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,Domain_Age,Domain_End,Update_Age,Exact Length,Zero Count,Zero Prop,Period Count,Period Prop,Special Count,Special Prop,Label
0,1,1,0,0,0,0,1,1,0,70,0,0.0,2,0.02857142857142857,16,0.22857142857142856,1
0,1,4,0,0,0,0,0,0,0,57,0,0.0,2,0.03508771929824561,10,0.17543859649122806,1
0,1,5,0,0,0,0,0,1,0,70,0,0.0,2,0.02857142857142857,13,0.18571428571428572,1
0,0,0,0,0,0,0,0,0,0,26,0,0.0,2,0.07692307692307693,6,0.23076923076923078,0
0,1,2,0,0,0,1,1,0,0,57,1,0.017543859649122806,1,0.017543859649122806,8,0.14035087719298245,1
0,0,2,0,0,0,1,0,0,0,36,0,0.0,1,0.027777777777777776,9,0.25,1
0,0,0,0,0,0,0,1,1,0,24,0,0.0,2,0.08333333333333333,6,0.25,0
0,1,2,0,0,1,0,0,0,0,55,0,0.0,2,0.03636363636363636,8,0.14545454545454545,1
0,0,0,0,0,0,0,0,0,0,22,0,0.0,2,0.09090909090909091,6,0.2727272727272727,0
0,0,3,0,0,0,0,1,1,0,41,0,0.0,3,0.07317073170731707,9,0.21951219512195122,1
0,0,1,0,0,0,0,1,0,0,27,0,0.0,1,0.037037037037037035,6,0.2222222222222222,1
0,0,0,0,0,0,0,0,0,1,30,0,0.0,3,0.1,7,0.23333333333333334,0
0,0,0,0,0,0,0,0,0,1,24,0,0.0,2,0.08333333333333333,6,0.25,0
0,0,0,0,0,0,0,0,0,0,38,0,0.0,3,0.07894736842105263,7,0.18421052631578946,0
0,0,0,0,0,0,0,0,0,0,25,0,0.0,2,0.08,6,0.24,0
0,0,0,0,0,0,0,0,0,0,21,0,0.0,2,0.09523809523809523,6,0.2857142857142857,0
0,0,0,0,0,0,0,0,0,0,34,0,0.0,2,0.058823529411764705,6,0.17647058823529413,0
0,0,0,0,0,0,0,0,0,0,27,0,0.0,2,0.07407407407407407,6,0.2222222222222222,0
0,1,1,0,0,1,0,0,0,0,70,0,0.0,2,0.02857142857142857,13,0.18571428571428572,1
0,1,3,0,0,0,0,0,0,0,70,0,0.0,4,0.05714285714285714,12,0.17142857142857143,1
0,0,0,0,0,0,0,0,0,0,36,0,0.0,2,0.05555555555555555,6,0.16666666666666666,0
0,0,0,0,0,0,0,1,1,0,24,0,0.0,3,0.125,7,0.2916666666666667,0
0,1,2,0,0,0,0,0,0,0,70,4,0.05714285714285714,1,0.014285714285714285,10,0.14285714285714285,1
0,0,0,0,0,0,0,0,0,0,24,0,0.0,2,0.08333333333333333,6,0.25,0
0,0,0,0,0,0,0,0,1,0,25,0,0.0,2,0.08,6,0.24,0
0,1,2,0,0,0,1,1,1,0,68,3,0.04411764705882353,2,0.029411764705882353,9,0.1323529411764706,1
0,0,3,0,0,0,0,0,1,0,51,0,0.0,2,0.0392156862745098,9,0.17647058823529413,1
0,0,2,0,0,0,0,1,1,0,45,1,0.022222222222222223,4,0.08888888888888889,11,0.24444444444444444,0
0,1,3,0,0,0,1,0,0,0,70,0,0.0,3,0.04285714285714286,12,0.17142857142857143,1
0,0,3,0,0,0,0,1,1,0,44,0,0.0,2,0.045454545454545456,9,0.20454545454545456,1
0,1,3,0,0,0,0,1,1,0,56,0,0.0,3,0.05357142857142857,9,0.16071428571428573,1
0,0,2,0,0,0,0,1,1,0,50,0,0.0,2,0.04,9,0.18,0
0,1,3,0,0,0,0,0,0,0,70,0,0.0,2,0.02857142857142857,8,0.11428571428571428,1
0,1,1,1,0,1,0,0,1,0,70,0,0.0,6,0.08571428571428572,17,0.24285714285714285,1
0,0,0,0,0,1,0,0,0,0,29,0,0.0,2,0.06896551724137931,6,0.20689655172413793,0
0,0,0,0,0,0,0,0,0,0,28,0,0.0,2,0.07142857142857142,6,0.21428571428571427,0
0,0,0,0,0,0,0,0,0,1,22,0,0.0,2,0.09090909090909091,6,0.2727272727272727,0
0,1,5,0,0,0,0,1,1,0,70,0,0.0,3,0.04285714285714286,14,0.2,1
0,0,0,0,0,0,0,0,0,0,31,0,0.0,2,0.06451612903225806,6,0.1935483870967742,0
0,1,0,0,0,1,1,1,1,0,70,0,0.0,4,0.05714285714285714,10,0.14285714285714285,1
0,1,3,0,0,0,0,0,0,0,73,0,0.0,4,0.0547945205479452,11,0.1506849315068493,1
0,0,2,0,0,0,0,1,1,0,34,0,0.0,2,0.058823529411764705,8,0.23529411764705882,0
0,0,0,0,0,0,1,0,0,0,40,0,0.0,2,0.05,9,0.225,1
0,1,2,0,0,0,1,0,0,0,70,1,0.014285714285714285,2,0.02857142857142857,9,0.12857142857142856,1
0,0,0,0,0,0,0,0,0,1,27,0,0.0,2,0.07407407407407407,6,0.2222222222222222,0
0,1,7,0,0,0,0,0,0,1,70,0,0.0,3,0.04285714285714286,13,0.18571428571428572,1
0,1,2,0,0,0,0,1,1,0,65,0,0.0,3,0.046153846153846156,9,0.13846153846153847,1
0,0,2,0,0,0,0,1,1,0,46,0,0.0,2,0.043478260869565216,8,0.17391304347826086,0
0,0,0,0,0,0,0,0,0,1,28,0,0.0,2,0.07142857142857142,6,0.21428571428571427,0
0,0,3,0,0,0,0,1,1,0,45,0,0.0,2,0.044444444444444446,9,0.2,1
0,1,5,0,0,0,0,0,0,0,70,0,0.0,1,0.014285714285714285,12,0.17142857142857143,1
0,1,3,0,0,0,0,0,0,0,70,0,0.0,3,0.04285714285714286,9,0.12857142857142856,1
0,0,0,0,0,0,0,0,0,0,26,0,0.0,2,0.07692307692307693,6,0.23076923076923078,0
0,0,0,0,0,0,0,0,0,0,31,0,0.0,2,0.06451612903225806,6,0.1935483870967742,0
0,0,1,0,0,0,1,1,1,0,45,0,0.0,3,0.06666666666666667,10,0.2222222222222222,1
0,0,0,0,0,0,0,0,0,0,29,0,0.0,2,0.06896551724137931,6,0.20689655172413793,0
0,0,4,0,0,0,0,1,1,0,52,0,0.0,3,0.057692307692307696,10,0.19230769230769232,0
0,0,2,0,0,0,0,1,0,0,40,0,0.0,2,0.05,7,0.175,1
0,0,0,0,0,0,0,0,1,0,31,0,0.0,2,0.06451612903225806,6,0.1935483870967742,0
0,1,1,0,0,0,0,1,0,0,57,1,0.017543859649122806,2,0.03508771929824561,7,0.12280701754385964,1
0,1,3,0,0,0,0,1,1,0,70,1,0.014285714285714285,3,0.04285714285714286,10,0.14285714285714285,1
0,0,2,0,0,0,0,1,1,0,32,0,0.0,1,0.03125,8,0.25,1
0,1,4,0,0,0,0,0,0,0,70,1,0.014285714285714285,1,0.014285714285714285,9,0.12857142857142856,1
0,0,2,0,0,0,0,1,1,0,44,0,0.0,3,0.06818181818181818,9,0.20454545454545456,1
0,0,0,0,0,0,0,1,0,0,24,0,0.0,2,0.08333333333333333,6,0.25,0
0,0,2,0,0,0,0,1,1,0,46,0,0.0,4,0.08695652173913043,10,0.21739130434782608,0
0,1,3,0,0,0,0,1,1,0,54,0,0.0,3,0.05555555555555555,11,0.2037037037037037,0
0,1,3,0,0,0,0,1,1,0,70,0,0.0,4,0.05714285714285714,10,0.14285714285714285,1
0,1,3,0,0,0,0,0,1,0,73,0,0.0,4,0.0547945205479452,10,0.136986301369863,0
0,1,5,0,0,0,0,1,1,0,76,0,0.0,7,0.09210526315789473,15,0.19736842105263158,0
0,0,0,0,0,0,0,0,0,1,34,0,0.0,2,0.058823529411764705,6,0.17647058823529413,0
0,0,1,0,0,0,0,0,0,0,42,0,0.0,2,0.047619047619047616,7,0.16666666666666666,0
0,1,4,0,0,0,0,0,0,0,70,1,0.014285714285714285,2,0.02857142857142857,10,0.14285714285714285,1
0,0,0,0,0,0,0,0,0,0,31,0,0.0,2,0.06451612903225806,6,0.1935483870967742,0
0,1,3,0,0,0,0,1,1,0,70,0,0.0,2,0.02857142857142857,8,0.11428571428571428,1
0,1,5,0,0,0,0,1,0,0,61,0,0.0,2,0.03278688524590164,10,0.16393442622950818,1
0,0,2,0,0,0,0,1,0,0,33,0,0.0,2,0.06060606060606061,8,0.24242424242424243,1
0,0,0,0,0,0,0,0,0,0,31,0,0.0,2,0.06451612903225806,6,0.1935483870967742,0
0,0,0,0,0,0,0,0,0,0,30,0,0.0,2,0.06666666666666667,6,0.2,0
0,1,2,0,0,0,0,1,1,0,70,3,0.04285714285714286,2,0.02857142857142857,7,0.1,1
0,0,1,0,0,0,0,0,0,1,31,0,0.0,2,0.06451612903225806,7,0.22580645161290322,0
0,0,0,0,0,0,0,0,0,0,34,0,0.0,5,0.14705882352941177,9,0.2647058823529412,1
0,0,0,0,0,0,0,0,0,1,34,0,0.0,2,0.058823529411764705,6,0.17647058823529413,0
0,0,1,0,0,1,0,1,0,0,35,0,0.0,2,0.05714285714285714,6,0.17142857142857143,1
0,0,0,0,0,0,0,0,0,0,26,0,0.0,2,0.07692307692307693,6,0.23076923076923078,0
0,0,0,0,0,0,0,0,0,0,30,0,0.0,2,0.06666666666666667,6,0.2,0
0,1,2,0,0,0,1,1,1,0,66,3,0.045454545454545456,3,0.045454545454545456,10,0.15151515151515152,1
0,1,2,0,0,0,0,0,0,0,59,0,0.0,3,0.05084745762711865,10,0.1694915254237288,0
0,0,0,0,0,0,0,0,0,0,27,0,0.0,2,0.07407407407407407,6,0.2222222222222222,0
0,0,1,0,0,0,0,0,1,0,30,0,0.0,2,0.06666666666666667,7,0.23333333333333334,0
0,0,0,0,0,0,0,0,0,0,34,0,0.0,2,0.058823529411764705,6,0.17647058823529413,0
0,1,3,0,0,0,0,0,0,0,70,0,0.0,3,0.04285714285714286,9,0.12857142857142856,1
0,1,2,0,0,0,1,0,0,0,57,0,0.0,3,0.05263157894736842,11,0.19298245614035087,1
0,1,5,0,0,0,0,0,0,0,70,1,0.014285714285714285,3,0.04285714285714286,13,0.18571428571428572,1
0,0,1,0,0,0,0,1,0,0,35,0,0.0,1,0.02857142857142857,6,0.17142857142857143,1
0,0,3,0,0,1,0,0,0,0,46,0,0.0,2,0.043478260869565216,8,0.17391304347826086,1
0,1,3,0,0,0,0,1,0,0,70,0,0.0,4,0.05714285714285714,12,0.17142857142857143,1
0,0,0,0,0,0,0,0,0,0,31,0,0.0,2,0.06451612903225806,6,0.1935483870967742,0
0,1,3,0,0,0,0,0,0,0,61,0,0.0,2,0.03278688524590164,9,0.14754098360655737,1
0,0,0,0,0,0,0,1,1,0,24,0,0.0,3,0.125,7,0.2916666666666667,0
0,1,0,0,0,0,1,0,0,0,70,1,0.014285714285714285,5,0.07142857142857142,9,0.12857142857142856,1
0,0,1,0,0,0,0,0,1,0,29,0,0.0,2,0.06896551724137931,7,0.2413793103448276,0
0,1,3,0,0,0,1,0,0,0,70,1,0.014285714285714285,1,0.014285714285714285,8,0.11428571428571428,1
0,0,1,0,0,0,0,1,1,0,34,0,0.0,3,0.08823529411764706,9,0.2647058823529412,0
0,1,1,0,0,0,0,0,1,0,55,1,0.01818181818181818,3,0.05454545454545454,8,0.14545454545454545,1
0,1,5,0,0,0,0,0,0,0,67,0,0.0,2,0.029850746268656716,10,0.14925373134328357,1
0,1,2,0,0,0,0,0,0,0,60,2,0.03333333333333333,1,0.016666666666666666,7,0.11666666666666667,1
0,0,0,0,0,0,0,1,1,0,30,0,0.0,2,0.06666666666666667,6,0.2,0
0,0,3,0,0,0,0,1,1,0,52,0,0.0,1,0.019230769230769232,7,0.1346153846153846,1
0,0,0,0,0,0,0,0,0,0,19,0,0.0,1,0.05263157894736842,5,0.2631578947368421,0
0,0,0,0,0,0,0,0,1,0,21,0,0.0,3,0.14285714285714285,7,0.3333333333333333,0
0,0,0,0,0,0,0,1,1,0,21,0,0.0,3,0.14285714285714285,7,0.3333333333333333,0
0,1,4,0,0,0,0,1,1,0,70,0,0.0,3,0.04285714285714286,10,0.14285714285714285,1
0,1,5,0,0,0,1,0,0,0,68,0,0.0,3,0.04411764705882353,13,0.19117647058823528,1
0,0,2,0,0,0,1,0,1,0,46,0,0.0,3,0.06521739130434782,10,0.21739130434782608,0
0,1,3,0,0,0,0,0,0,0,70,2,0.02857142857142857,1,0.014285714285714285,7,0.1,1
0,1,3,0,0,0,0,0,1,0,70,0,0.0,3,0.04285714285714286,11,0.15714285714285714,1
0,1,4,0,0,0,1,0,1,1,70,0,0.0,2,0.02857142857142857,10,0.14285714285714285,1
0,1,3,0,0,0,0,1,0,0,57,1,0.017543859649122806,2,0.03508771929824561,13,0.22807017543859648,1
0,1,2,0,0,0,0,0,1,0,70,1,0.014285714285714285,2,0.02857142857142857,7,0.1,1
0,0,0,0,0,0,0,0,0,0,28,0,0.0,2,0.07142857142857142,6,0.21428571428571427,0
0,0,0,0,0,0,0,1,0,0,32,0,0.0,3,0.09375,7,0.21875,0
0,1,2,0,0,0,0,0,0,0,70,0,0.0,2,0.02857142857142857,8,0.11428571428571428,1
0,1,4,0,0,0,0,0,0,0,64,0,0.0,5,0.078125,12,0.1875,1
0,0,0,0,0,0,0,0,0,0,26,0,0.0,2,0.07692307692307693,6,0.23076923076923078,0
0,0,0,0,0,0,0,0,0,0,22,0,0.0,2,0.09090909090909091,6,0.2727272727272727,0
0,1,4,0,0,0,0,1,1,0,70,0,0.0,2,0.02857142857142857,10,0.14285714285714285,1
0,1,4,0,0,0,0,1,0,0,70,3,0.04285714285714286,2,0.02857142857142857,9,0.12857142857142856,1
0,1,0,0,0,0,0,1,1,0,70,0,0.0,4,0.05714285714285714,7,0.1,1
0,1,3,0,0,0,0,0,0,0,70,4,0.05714285714285714,2,0.02857142857142857,8,0.11428571428571428,1
0,0,3,0,0,0,0,1,1,0,49,0,0.0,2,0.04081632653061224,9,0.1836734693877551,1
0,1,5,0,0,0,1,1,1,0,70,2,0.02857142857142857,1,0.014285714285714285,11,0.15714285714285714,1
0,0,1,0,0,0,0,1,1,0,28,0,0.0,1,0.03571428571428571,6,0.21428571428571427,0
0,1,8,0,0,0,0,1,0,0,63,0,0.0,2,0.031746031746031744,14,0.2222222222222222,1
0,1,1,0,0,0,1,1,1,0,54,0,0.0,3,0.05555555555555555,9,0.16666666666666666,1
0,1,4,0,0,0,0,1,0,0,70,0,0.0,2,0.02857142857142857,9,0.12857142857142856,1
0,1,4,0,0,0,0,0,0,0,70,0,0.0,2,0.02857142857142857,10,0.14285714285714285,1
0,0,0,0,0,0,0,0,1,0,38,0,0.0,2,0.05263157894736842,6,0.15789473684210525,0
0,1,3,0,0,0,0,1,1,0,70,1,0.014285714285714285,3,0.04285714285714286,9,0.12857142857142856,1
0,1,3,0,0,0,0,1,1,0,70,2,0.02857142857142857,2,0.02857142857142857,9,0.12857142857142856,1
0,1,5,0,0,1,0,0,1,0,70,0,0.0,1,0.014285714285714285,9,0.12857142857142856,1
0,0,2,0,0,0,0,1,1,0,35,0,0.0,2,0.05714285714285714,8,0.22857142857142856,1
0,1,5,0,0,0,0,0,0,0,70,0,0.0,5,0.07142857142857142,13,0.18571428571428572,1
0,0,0,0,0,0,0,0,0,0,21,0,0.0,2,0.09523809523809523,6,0.2857142857142857,0
0,1,4,0,0,0,1,1,1,0,70,3,0.04285714285714286,2,0.02857142857142857,11,0.15714285714285714,1
0,0,1,0,0,0,0,0,0,0,46,0,0.0,3,0.06521739130434782,7,0.15217391304347827,0
0,0,0,0,0,0,0,0,0,0,30,0,0.0,2,0.06666666666666667,6,0.2,0
0,0,0,0,0,0,0,0,0,0,18,0,0.0,1,0.05555555555555555,5,0.2777777777777778,0
0,0,0,0,0,0,0,0,0,0,24,0,0.0,2,0.08333333333333333,6,0.25,0
0,0,0,0,0,1,0,0,0,0,29,0,0.0,2,0.06896551724137931,6,0.20689655172413793,0
0,0,0,0,0,0,0,0,0,0,31,0,0.0,3,0.0967741935483871,7,0.22580645161290322,0
0,0,2,0,0,0,0,1,1,0,41,0,0.0,2,0.04878048780487805,8,0.1951219512195122,1
0,0,2,0,0,0,0,1,1,0,30,0,0.0,1,0.03333333333333333,8,0.26666666666666666,1
